study_id,condition
NCT00890929,Adult Acute Myeloblastic Leukemia
NCT02762929,Postoperative Pain
NCT02762929,Bunions
NCT04736329,Heart Failure With Reduced Ejection Fraction
NCT04736329,Renal Insufficiency
NCT01821729,Pancreatic Cancer
NCT01481129,Diffuse Large B Cell Lymphoma
NCT04858529,Neoadjuvant Therapies for HER2+ Breast Cancer
NCT04855929,Advanced Solid Tumor
NCT04855929,Adult Disease
NCT04855929,Lung Cancer
NCT02848729,Pain
NCT01593735,Hepatitis C
NCT04560725,Prostate Cancer
NCT06733025,Muscle Spasticity
NCT06733025,Spinal Cord Injury
NCT06733025,Stroke
NCT06733025,Traumatic Brain Injuries
NCT05470725,Hypertension
NCT01981408,Healthy Volunteers
NCT00117117,Anemia
NCT02663089,"Pulmonary Disease, Chronic Obstructive"
NCT00239889,Forearm Fracture
NCT00784368,Mycoses
NCT00784368,Candidiasis
NCT00784368,Aspergillosis
NCT00784368,Cryptococcosis
NCT00784368,Blastomycosis
NCT00784368,Histoplasmosis
NCT00784368,Neutropenia
NCT00565968,Melanoma (Skin)
NCT07167368,Cardiorenal Syndrome
NCT06246968,Metastatic Breast Cancer
NCT06246968,Breast Cancer
NCT06246968,Breast Cancer Stage IV
NCT06246968,Triple Negative Breast Cancer
NCT06246968,Triple Negative Breast Neoplasms
NCT06246968,Metastatic Triple-Negative Breast Carcinoma
NCT06246968,Locally Advanced Breast Cancer
NCT06246968,Locally Advanced Triple-Negative Breast Carcinoma
NCT01524068,Idiopathic Pulmonary Fibrosis
NCT04797468,Advanced Solid Tumor
NCT04924868,Acute Pancreatitis Due to Gallstones
NCT07209189,Head and Neck Cancer
NCT07209189,Squamous Cell Carcinoma
NCT07209189,Oral Cavity Cancer
NCT07209189,Oropharyngeal Cancer
NCT07209189,Laryngeal Cancer
NCT07209189,Sinonasal Squamous Cell Carcinoma
NCT07209189,HPV (Human Papillomavirus)-Associated Carcinoma
NCT07209189,Skull Base Tumors
NCT07209189,HPV 16 Positive Oropharyngeal Tumors (OPC)
NCT01342289,Hodgkin's Lymphoma
NCT01342289,Leukemia
NCT01342289,Myelodysplastic Syndrome(MDS)
NCT01342289,Multiple Myeloma
NCT01342289,Non Hodgkin's Lymphoma
NCT04007289,Intrahepatic Non Cirrhotic Portal Hypertension
NCT00316550,Irritable Bowel Syndrome (IBS)
NCT05822050,PTCL Patients Who Achieved Complete Response From Frontline Treatment
NCT04557150,Multiple Myeloma
NCT06059391,Acute Lymphoblastic Leukemia
NCT06059391,Acute Myeloid Leukemia
NCT06059391,Chronic Lymphocytic Leukemia
NCT06059391,"Chronic Myeloid Leukemia, BCR-ABL1 Positive"
NCT06059391,Hematopoietic and Lymphoid System Neoplasm
NCT06059391,Hodgkin Lymphoma
NCT06059391,Myelodysplastic Syndrome
NCT06059391,Myelofibrosis
NCT06059391,Myeloproliferative Neoplasm
NCT06059391,Non-Hodgkin Lymphoma
NCT01378091,Prostate Cancer
NCT02320474,Type 3 Choroidal Neovascularization
NCT01771874,Healthy
NCT01771874,Substance-related Disorders
NCT00131118,Osteogenesis Imperfecta
NCT04055818,Sickle Cell Disease
NCT07421518,Type 1 Diabetes
NCT07421518,Type 2 Diabetes
NCT03627390,Metastatic Pancreatic Cancer
NCT03627390,Unresectable Pancreatic Cancer
NCT02059590,Pharmacokinetics of 14C-labeled Isavuconazonium Sulfate
NCT02059590,Healthy Subjects
NCT05676697,Autoimmune Hemolytic Anemia
NCT05676697,Failure of Two Rounds of Treatment
NCT07066397,Acute Lymphoblastic Leukemia
NCT07695597,Mixed Hyperlipidemia
NCT01473797,Langerhans Cell Histiocytosis of Lung
NCT07289997,AFP Gastric or Gastroesophageal Junction Adenocarcinoma
NCT07289997,PD-1/CTLA-4
NCT07289997,AFPGC
NCT07289997,Immunotherapy
NCT01482897,Discal Sciatica
NCT01293097,Non-ST Segment Elevation Myocardial Infarction
NCT01293097,Unstable Angina Pectoris
NCT01293097,Stable Angina Pectoris
NCT01373710,Metastatic Breast Cancer
NCT01373710,Carcinomatous Meningitis
NCT00029510,Asthma
NCT06251310,Advanced Solid Tumor
NCT06251310,"Mesothelioma, Malignant"
NCT00146913,Chronic Myeloid Leukemia
NCT05025813,Cutaneous Squamous Cell Carcinoma of the Head and Neck
NCT05025813,Head and Neck Cancer
NCT02741713,Biceps Tendonitis
NCT07547813,Hidradenitis Suppurativa
NCT02385760,Acne Vulgaris
NCT05638620,Post Acute COVID-19 Syndrome
NCT05638620,Long COVID
NCT05638620,Long Covid19
NCT05638620,COVID-19 Recurrent
NCT05638620,Post-Acute COVID-19
NCT05638620,Post-Acute COVID-19 Infection
NCT05638620,SARS-CoV2 Infection
NCT05638620,Post Acute Sequelae of COVID-19
NCT05638620,Dysautonomia
NCT05638620,Dysautonomia Like Disorder
NCT05638620,Dysautonomia Orthostatic Hypotension Syndrome
NCT05638620,Post COVID-19 Condition
NCT05638620,Post-COVID Syndrome
NCT05638620,"Post COVID-19 Condition, Unspecified"
NCT05638620,Post-COVID-19 Syndrome
NCT00244920,Prostate Cancer
NCT02782520,Right Ventricular Impaired Function
NCT02782520,Hypovolemia
NCT00912782,End-stage Renal Disease
NCT01817582,Keratoconjunctivitis Sicca
NCT06401824,NSCLC Stage IV
NCT06401824,"Brain Metastases, Adult"
NCT00179023,OBESITY
NCT00179023,HYPERTENSION
NCT00179023,PURE AUTONOMIC FAILURE
NCT00179023,SHY-DRAGER SYNDROME
NCT02210559,Pancreatic Cancer (Unresectable)
NCT01065259,Attention Deficit Hyperactivity Disorder
NCT02250859,Acne
NCT00562159,Rhinoconjunctivitis
NCT00562159,Rhinitis
NCT00562159,Conjunctivitis
NCT00562159,Allergy
NCT02859480,Coronary Artery Disease
NCT02859480,Coronary Disease
NCT02859480,Cardiovascular Diseases
NCT06784479,Sedative Effect During Drug-induced Sleep Endoscopy
NCT06784479,Obstructive Sleep Apnea (OSA)
NCT06411379,Hidradenitis Suppurativa
NCT01300780,Color Changes During Tooth Formation
NCT01128296,Pancreatic Cancer
NCT05574296,Cardiac Arrest
NCT05574296,Extracorporeal Membrane Oxygenation
NCT05574296,Reperfusion Injury
NCT01544296,Postherpetic Neuralgia
NCT03717896,Diabetic Ketoacidosis
NCT00467779,Solid Tumor
NCT00540696,Anemia
NCT00540696,Non-Myeloid Malignancies
NCT01884896,Fasting
NCT00830362,Cocaine Dependence
NCT01245062,Melanoma
NCT01879462,"Hepatitis C, Chronic"
NCT00579046,Anemia
NCT00579046,Chronic Obstructive Pulmonary Disease
NCT00441246,Acute Respiratory Infection
NCT00441246,Bronchitis
NCT00441246,Rhinosinusitis
NCT06504446,Refractory or Unexplained Chronic Cough
NCT01970046,Type 2 Diabetes
NCT05634746,Eosinophilic Esophagitis
NCT02421588,Ovarian Cancer
NCT05626803,Norovirus Infections
NCT02359227,Heart Failure
NCT00483327,Atypical Endometrial Hyperplasia
NCT00483327,Endometrial Carcinoma
NCT00060242,Head and Neck Cancer
NCT04272242,HIV Infection
NCT04272242,LTBI
NCT02446886,Multiple Sclerosis
NCT04004117,Copd
NCT06372717,Acute Myeloid Leukemia Refractory
NCT06372717,Myelodysplastic Syndrome Acute Myeloid Leukemia
NCT06372717,Myelodysplastic Syndrome With Excess Blasts
NCT06372717,"Acute Myeloid Leukemia, in Relapse"
NCT06372717,Acute Myeloid Leukemia (AML)
NCT01294540,Alzheimer's Disease
NCT06491940,Proteinuria
NCT00675740,Impaired Glucose Tolerance
NCT04951440,Acute Ischemic Stroke
NCT07070440,Non Small Cell Lung Cancer
NCT00102440,Gout
NCT01062568,Development
NCT02764268,Gastric Cancer
NCT05224050,Tobacco Smoking
NCT07549750,Atopic Dermatitis
NCT07555691,Fibromyalgia Syndrome
NCT01192191,"Pulmonary Disease, Chronic Obstructive"
NCT02081391,Acute Pain
NCT06100874,Her 2 Positive Breast Cancer
NCT06100874,Breast Cancer Female
NCT06100874,Breast Cancer Metastatic
NCT00018174,Depression
NCT00018174,Smoking
NCT00380718,Non-small Cell Lung Cancer
NCT04655118,Myelofibrosis
NCT04655118,Indolent Systemic Mastocytosis
NCT01197118,Gastric Cancer
NCT03156790,Acute B-Cell Lymphoblastic Leukaemia
NCT05985590,Healthy Volunteers
NCT05019690,Advanced Triple Negative Breast Cancer
NCT03568890,Left Atrial Appendage Closure
NCT03568890,Thrombosis
NCT03568890,Stroke
NCT03568890,TIA
NCT03568890,Bleeding
NCT04896697,Advanced Solid Tumor
NCT03062397,Acute Ischemic Stroke
NCT05483010,Clonal Cytopenia of Undetermined Significance
NCT05483010,Myelodysplastic Syndromes
NCT00955513,Grade I/II Ankle Sprain
NCT00213213,Pain
NCT00213213,"Infant, Newborn"
NCT00213213,Diabetes
NCT01212913,"Diabetes Mellitus, Type 2"
NCT06641960,Orthodontic Appliance Complication
NCT05881720,Heart Failure
NCT06807320,Indirect Pulp Cap
NCT07450482,COPD (Chronic Obstructive Pulmonary Disease)
NCT07450482,COPD
NCT00002082,Cryptosporidiosis
NCT00002082,HIV Infections
NCT01554982,End Stage Renal Disease
NCT01554982,Kidney Failure
NCT01554982,Renal Failure
NCT01554982,Hyperphosphatemia
NCT01554982,ESRD
NCT00041782,Neoplasms
NCT00041782,Deep Vein Thrombosis
NCT04233424,Surgical Site Infection
NCT04233424,Colon Surgery
NCT04233424,Abdominal Surgery
NCT04233424,Post-Op Infection
NCT03812523,Chemotherapy-Induced Peripheral Neuropathy
NCT05197023,Moderate to Severe Atopic Dermatitis
NCT04163523,Healthy Volunteers
NCT02815059,Acute Lymphoblastic Leukemia
NCT00126659,Clear Cell Renal Cell Carcinoma
NCT00126659,Recurrent Renal Cell Cancer
NCT00126659,Stage IV Renal Cell Cancer
NCT04857359,Parkinson Disease
NCT04857359,"Dyskinesia, Drug-Induced"
NCT04857359,Dyskinesias
NCT02740959,Cancer-related Fatigue
NCT01434459,Pancreatic Neoplasms
NCT01434459,Cholangiocarcinoma
NCT05940259,Neoplasms
NCT07459959,Alzheimer s Disease
NCT04563559,Cataract Surgery
NCT04563559,Glaucoma Surgery
NCT01640080,Major Depressive Disorder
NCT01738880,Brain Tumor
NCT00004580,HIV Infections
NCT00212680,Postoperative Supraventricular Tachyarrythmia
NCT06983080,Insomnia Chronic
NCT06983080,Older People
NCT06983080,Drug Therapy
NCT01670162,Age Related Macular Degeneration
NCT01670162,Pigment Epithelial Detachment
NCT03822962,Nasal Sinus; Inflammation
NCT03822962,Opioid Abuse
NCT03822962,"Pain, Postoperative"
NCT05914662,Waldenstrom Macroglobulinemia
NCT03436862,Hodgkin Lymphoma
NCT02172846,"Carcinoma, Non-Small-Cell Lung"
NCT02652546,"HIV, Inflammation"
NCT03829046,Atherosclerotic Vascular Disease
NCT03829046,Type2 Diabetes
NCT03829046,Microvascular Dysfunction
NCT02757703,Vasoconstrictor Choice on Acute Variceal Bleeding
NCT06543303,Dry Eye
NCT01349803,Chronic Obstructive Pulmonary Disease
NCT00846703,Acute Lymphoblastic Leukemia
NCT05700903,Androgen Deprivation Therapy
NCT05700903,Prostate Cancer
NCT05700903,Hypertension
NCT05700903,Autonomic Dysfunction
NCT05700903,Renal Disease
NCT04664803,Acute Sinusitis
NCT06415903,Advanced Malignant Cancer
NCT03813303,Colonoscopy
NCT03813303,Anesthesia
NCT02042027,Corneal Neovascularization
NCT02042027,Corneal Graft Failure
NCT02042027,Anterior Segment Inflammation
NCT01463670,Multiple Myeloma
NCT02511561,Otitis Externa
NCT05584761,Myelodysplastic Syndromes
NCT05584761,Chronic Myelomonocytic Leukemia-2
NCT05584761,Secondary Acute Myeloid Leukemia
NCT02512861,Pain
NCT00377442,Diabetes Mellitus Type 2
NCT07513142,Thigh Muscle Injury
NCT07513142,Thigh Injury
NCT07513142,Musculoskeletal
NCT07513142,Musculoskeletal Injury Trauma
NCT07513142,Musculoskeletal Injuries
NCT00968942,Lateral Canthal Lines
NCT00968942,Crow's Feet
NCT00968942,Facial Wrinkles
NCT00313586,Acute Myeloid Leukemia Arising From Previous Myelodysplastic Syndrome
NCT00313586,Adult Acute Myeloid Leukemia in Remission
NCT00313586,Adult Acute Myeloid Leukemia With Inv(16)(p13.1q22); CBFB-MYH11
NCT00313586,Adult Acute Myeloid Leukemia With t(16;16)(p13.1;q22); CBFB-MYH11
NCT00313586,Adult Acute Myeloid Leukemia With t(8;21)(q22;q22); RUNX1-RUNX1T1
NCT00313586,Adult Acute Myeloid Leukemia With t(9;11)(p22;q23); MLLT3-MLL
NCT00313586,Adult Acute Promyelocytic Leukemia With t(15;17)(q22;q12); PML-RARA
NCT00313586,Alkylating Agent-Related Acute Myeloid Leukemia
NCT00313586,Chronic Myelomonocytic Leukemia
NCT00313586,de Novo Myelodysplastic Syndrome
NCT00313586,Previously Treated Myelodysplastic Syndrome
NCT00313586,Recurrent Adult Acute Myeloid Leukemia
NCT00313586,Secondary Acute Myeloid Leukemia
NCT00313586,Secondary Myelodysplastic Syndrome
NCT00313586,Untreated Adult Acute Myeloid Leukemia
NCT02359942,Helicobacter Pylori Infection
NCT02283242,Abdominal Obesity Metabolic Syndrome
NCT04017442,Postpartum Pain
NCT04017442,Postpartum Depression
NCT04017442,Opioid Consumption
NCT07063342,Healthy Volunteers
NCT00229970,Asthma
NCT03408470,Intestinal Disorders
NCT03408470,"Bowel Diseases, Inflammatory"
NCT01475370,Acute Myeloid Leukemia
NCT03474770,Focal Impaired Awareness Seizures
NCT00109070,Colorectal Cancer
NCT00002070,Cytomegalovirus Retinitis
NCT00002070,HIV Infections
NCT00068770,Brain and Central Nervous System Tumors
NCT05029973,Hepatocellular Carcinoma
NCT00541073,Malignant Mesothelioma
NCT01127269,"Diabetes Mellitus, Type 2"
NCT03462069,Diabetes Mellitus
NCT01301469,Decreased and Nonspecific Blood Pressure Disorders and Shock
NCT05236569,Melasma
NCT00001083,HIV Infections
NCT00922441,Essential Hypertension
NCT07550517,High-Risk Localized Prostate Cancer
NCT01355289,Thrombocytopenia
NCT05005689,Orthodontic Appliance Complication
NCT05005689,Tooth Demineralization
NCT03266640,Cytomegalovirus Infections
NCT03266640,Primary Immune Deficiency Disorder
NCT02009540,Overactive Detrusor
NCT03937440,Stomach Cancer
NCT02367040,"Lymphoma,Non-Hodgkin"
NCT00019968,Stage IVB Adult Soft Tissue Sarcoma
NCT00019968,Stage IIB Adult Soft Tissue Sarcoma
NCT00019968,Stage IIC Adult Soft Tissue Sarcoma
NCT00019968,Recurrent Adult Soft Tissue Sarcoma
NCT00019968,Stage IVA Adult Soft Tissue Sarcoma
NCT00019968,Stage III Adult Soft Tissue Sarcoma
NCT03709550,Castration Levels of Testosterone
NCT03709550,Castration-Resistant Prostate Carcinoma
NCT03709550,Metastatic Prostate Carcinoma in the Soft Tissue
NCT03709550,Prostate Carcinoma Metastatic in the Bone
NCT03709550,PSA Level Greater Than or Equal to Two
NCT03709550,PSA Progression
NCT03709550,Stage IV Prostate Cancer AJCC v8
NCT03709550,Stage IVA Prostate Cancer AJCC v8
NCT03709550,Stage IVB Prostate Cancer AJCC v8
NCT01537250,Community-acquired Pneumonia
NCT00566150,Bipolar Depression
NCT05799391,Upper Extremity Problem
NCT00306891,Cancer
NCT00792818,Osteoarthritis
NCT01854918,Hyperlipidemia and Mixed Dyslipidemia
NCT01429818,Endothelial Dysfunction
NCT01429818,Diabetes Mellitus
NCT01528618,Nasopharyngeal Neoplasms
NCT05023018,"Residual, Progressive or Recurrent Grade II or III Meningioma"
NCT06568718,Lower Urinary Tract Symptoms
NCT06568718,Prostatic Hyperplasia
NCT00638690,Prostatic Neoplasms
NCT02835118,Clostridium Difficile Associated Diarrhea (CDAD)
NCT04626518,"Carcinoma, Renal Cell"
NCT07396090,Advanced Solid Tumor
NCT05291390,Acute Myeloid Leukemia (AML)
NCT05291390,Acute Lymphoblastic Leukemia (ALL)
NCT04465097,Breast Cancer
NCT03014297,Neuroendocrine Tumors
NCT03014297,Everolimus
NCT05220410,Treatment Resistant Depression
NCT05220410,Suicidal Ideation
NCT02105610,Aortocoronary Bypass
NCT02105610,Cardiac Surgery
NCT02105610,Coronary Artery Bypass Grafting
NCT00394810,Prostate Cancer
NCT01683513,Infertility
NCT01683513,PCOS
NCT03505710,Non-Small Cell Lung Cancer
NCT04305210,Alzheimer's Disease
NCT00390013,Vulvar Pain Symptoms
NCT00390013,Vulvodynia (Chronic Vulvar Pain)
NCT03475160,Recurrent Abortion
NCT02162160,Post Menopausal Dryness in the Intimate Area of Women
NCT00979160,Systemic Mastocytosis
NCT04972760,Dermatomyositis
NCT00248313,Kidney Disease
NCT00572260,Antimicrobial Prophylaxis
NCT07337460,Hepatocellular Carcinoma (HCC)
NCT03021460,Metastatic Melanoma
NCT03021460,Stage III Cutaneous Melanoma AJCC v7
NCT03021460,Stage IIIA Cutaneous Melanoma AJCC v7
NCT03021460,Stage IIIB Cutaneous Melanoma AJCC v7
NCT03021460,Stage IIIC Cutaneous Melanoma AJCC v7
NCT03021460,Stage IV Cutaneous Melanoma AJCC v6 and v7
NCT03021460,Unresectable Melanoma
NCT00151320,Non-Hodgkin's Lymphoma
NCT07669220,Rectal Adenocarcinoma
NCT07669220,High-risk Locally Advanced
NCT07669220,Short-course Radiotherapy (SCRT)
NCT07669220,Immunotherapy
NCT07669220,FOLFOX
NCT06357520,Healthy Participants
NCT03011320,Ovary Cancer
NCT01935882,Malaria
NCT01935882,Asymptomatic Malaria
NCT01935882,Plasmodium Falciparum
NCT03475524,Melasma
NCT07481682,Tranexamic Acid
NCT07481682,Pulmonary Hemorrhage
NCT07481682,Pediatric
NCT07481682,Intensive Care Unit
NCT02938923,Hip Fracture
NCT02938923,Frailty
NCT02938923,Sarcopenia
NCT01009359,Diagnostic Imaging
NCT05806359,Healthy Volunteers
NCT05624359,Postoperative Pain
NCT00841659,Healthy
NCT00003159,Lung Cancer
NCT00749359,Depressive Disorder
NCT00016159,Leukemia
NCT01243359,Clear Cell Renal Cell Carcinoma
NCT01243359,Recurrent Renal Cell Cancer
NCT01243359,Stage I Renal Cell Cancer
NCT01243359,Stage II Renal Cell Cancer
NCT01243359,Stage III Renal Cell Cancer
NCT01243359,Stage IV Renal Cell Cancer
NCT01243359,"Unspecified Adult Solid Tumor, Protocol Specific"
NCT02264080,Healthy
NCT00483080,Colorectal Cancer (CRC)
NCT07146880,Brugada Syndrome (BrS)
NCT06685679,Neonatal Diseases and Abnormalities
NCT06685679,Neonatal Mortality
NCT06685679,Pulmonary Arterial Hypertension
NCT06685679,"Pulmonary Arterial Hypertension, Children"
NCT00760279,Ureaplasma
NCT00760279,Bacterial Infection
NCT07203079,Postoperative Pain
NCT03973879,Malignant Glioma
NCT02122679,"Heart Defect, Congenital"
NCT00195780,Bipolar I Disorder
NCT07167862,Preeclampsia
NCT07167862,Preeclampsia Postpartum
NCT07167862,Preeclampsia Severe or Mild
NCT00419562,"Diabetes Mellitus, Type 1"
NCT01306162,Healthy
NCT04302662,Cystic Fibrosis
NCT04302662,Cystic Fibrosis Gastrointestinal Disease
NCT04302662,Cystic Fibrosis of Pancreas
NCT06134362,HIV Infections
NCT00087646,"Hepatitis C, Chronic"
NCT03817346,Safety and Tolerability
NCT02356588,Post-Operative Pain
NCT05263388,Infertility
NCT04601688,Branch Retinal Vein Occlusion
NCT01908803,Acute Otitis Media
NCT05422703,Temporomandibular Joint Dysfunction
NCT07173127,Uterine Fibroid
NCT02798627,Cocaine Use Disorder
NCT02861261,Type 2 Diabetes
NCT01445561,Hematologic Diseases
NCT06980961,Stasis Dermatitis
NCT02371161,Non Hodgkin Lymphoma
NCT06774261,Alzheimer Disease
NCT06774261,Mild Cognitive Impairment
NCT00000142,HIV Infections
NCT00000142,CMV Cytomegalovirus Retinitis
NCT05076786,Neuroendocrine Tumors
NCT05076786,Neuroendocrine Carcinoma
NCT06674486,Bioequivalency
NCT06674486,Safety Issues
NCT05018286,Short Bowel Syndrome
NCT01031186,Depressive Disorder and Anxiety Disorders
NCT02940886,Iron Deficiency Anaemia
NCT02940886,Iron Deficiency Anemia
NCT06468670,Esophageal Squamous Cell Carcinoma
NCT02239770,Smoking Cessation
NCT03216473,Essential Blepharospasm
NCT04868773,Colorectal Cancer
NCT04868773,Colorectal Carcinoma
NCT04868773,Metastatic Cancer
NCT04868773,CRC
NCT05972473,Neovascular Age-related Macular Degeneration
NCT06838273,Non-small Cell Lung Cancer
NCT00973973,"Endometriosis, Pain"
NCT03901469,Triple Negative Breast Cancer
NCT00138983,Rheumatoid Arthritis
NCT00138983,Polymyalgia Rheumatica
NCT00138983,Giant Cell Arteritis
NCT00138983,Polymyositis
NCT00138983,Wegener's Granulomatosis
NCT00415883,Healthy
NCT01386541,Type 2 Diabetes Mellitus
NCT05553041,Glioma
NCT05553041,High Grade Glioma
NCT05553041,"Glioma, Malignant"
NCT05553041,Glioma Intracranial
NCT05553041,Diffuse Glioma
NCT03126760,"Multiple Sclerosis, Relapsing-Remitting"
NCT02374060,Macular Edema
NCT02374060,Uveitis
NCT00040560,Lung Neoplasms
NCT00040560,"Carcinoma, Non-Small-Cell Lung"
NCT00040560,Brain Neoplasms
NCT00040560,"Metastases, Neoplasm"
NCT00132860,"Pulmonary Disease, Chronic Obstructive"
NCT00335920,Sudden Deafness
NCT03476460,"Kidney Failure, Chronic"
NCT03476460,"Kidney Failure, Acute"
NCT03476460,Heart Failure
NCT03476460,Diabetes
NCT01343082,Open Angle Glaucoma or Ocular Hypertension
NCT05278182,Atherosclerotic Cardiovascular Disease
NCT04983160,Chronic Kidney Disease
NCT02108782,Gastrinoma
NCT02108782,Glucagonoma
NCT02108782,Insulinoma
NCT02108782,Pancreatic Polypeptide Tumor
NCT02108782,Recurrent Islet Cell Carcinoma
NCT02108782,Somatostatinoma
NCT00880282,"Unspecified Childhood Solid Tumor, Protocol Specific"
NCT01076582,Oral Contraceptive
NCT04792424,Regional Citrate Anticoagulation
NCT04792424,Ionized Calcium
NCT04792424,Continuous Renal Replacement Therapy
NCT01087424,Diffuse Large B-Cell Lymphoma
NCT05118724,Colorectal Cancer
NCT01288924,Shoulder Pain
NCT01288924,Post-operative Pain
NCT01434524,Liver Cancer
NCT05598723,Chronic Migraine
NCT00546923,Anxiety Disorders
NCT00546923,Depression
NCT01854723,Diabetes
NCT03616223,Sensorineural Hearing Loss
NCT06222723,Lassa Fever
NCT03348423,Pain
NCT03752723,Triple Negative Breast Cancer
NCT04879823,Adenotonsillectomy
NCT04879823,Analgesia
NCT04879823,Surgery
NCT03592823,Atrial Fibrillation
NCT04051723,"Pain, Postoperative"
NCT04051723,Children
NCT05256823,To Evaluate the Safety and Efficacy of Celecoxib Plus Nucleos(t)Ide Analogues in Nucleos(t)Ide-treated Patients With Chronic Hepatitis B
NCT00715559,Major Depressive Disorder
NCT05238896,Rheumatoid Arthritis
NCT02822196,Breast Cancer
NCT02822196,Mastectomy
NCT02822196,Regional Anesthesia
NCT02822196,Post Operative Pain
NCT00001959,Fibrosis
NCT00001959,Focal Glomerulosclerosis
NCT00001959,Kidney Failure
NCT00001959,Nephrotic Syndrome
NCT00001959,Proteinuria
NCT00563459,Epilepsy
NCT00563459,Seizures
NCT03515980,Liver Dysfunction
NCT03515980,Liver Insufficiency
NCT03515980,Hepatic Failure
NCT03515980,Myocardial Failure
NCT03515980,Cardiac Failure
NCT03515980,Congestive Heart Failure
NCT03515980,Heart Decompensation
NCT03775096,REM Sleep Behavior Disorder
NCT03775096,Pre-motor Parkinson Disease
NCT03775096,Symptomatic Parkinson Disease
NCT05923996,Skin Abnormalities
NCT04566796,Sugammadex
NCT01598480,Burns
NCT03229980,Cardioplegia
NCT00681980,Paraparesis Spastic Tropical
NCT06676696,"Renal Failure , Chronic"
NCT06676696,Graft Failure
NCT06676696,Graft Rejection
NCT06676696,Allograft
NCT06676696,Renal Failure Chronic Requiring Dialysis
NCT00652262,Erectile Dysfunction
NCT00652262,Sexual Dysfunction
NCT00652262,Spinal Cord Injury
NCT02704546,Methylphenidate
NCT01749046,Epilepsy
NCT01749046,Simple Partial Seizures
NCT01749046,Complex Partial Seizures
NCT01749046,Partial Seizures With Secondary Generalization
NCT00088946,Bladder Cancer
NCT03157388,Alcoholic Hepatitis
NCT00254488,Bipolar Disorder
NCT00254488,Mania
NCT02187588,Pain
NCT04159688,Alcohol Drinking
NCT02220088,Hepatocellular Carcinoma
NCT00420303,"Spondylarthropathies, Enthesitis"
NCT03070327,Multiple Myeloma
NCT01054027,Retinopathy of Prematurity (ROP)
NCT02122627,Chronic Obstructive Pulmonary Disease
NCT05012761,Healthy
NCT06059261,Nasopharyngeal Carcinoma
NCT01425242,Hypertension
NCT01425242,Abdominal Aortic Aneurysm
NCT04356742,Type 2 Diabetes
NCT01246986,"Carcinoma, Hepatocellular"
NCT06369870,Analgesic Effect
NCT04556370,Adverse Effect
NCT05536570,Thoracic Outlet Syndrome
NCT05536570,Whiplash Injuries
NCT00687570,Rectal Cancer
NCT05525286,Pancreatic Cancer
NCT04802070,Sarcoma
NCT04387773,Parkinson Disease
NCT06539273,Androgenetic Alopecia
NCT06539273,Exosomes
NCT06141473,Multiple Sclerosis
NCT06835569,Cancer
NCT06835569,PDAC - Pancreatic Ductal Adenocarcinoma
NCT06835569,NSCLC (Non-small Cell Lung Cancer)
NCT06835569,CRC (Colorectal Cancer)
NCT06835569,Advanced Solid Tumors
NCT01281969,Obsessive-Compulsive Disorder
NCT01281969,Children
NCT01281969,Anxiety Disorder
NCT01281969,Autoimmune Disease
NCT01281969,PANDAS
NCT02948569,Metabolic Syndrome
NCT02623569,Angina Pectoris
NCT00049283,Metastatic Squamous Neck Cancer With Occult Primary Squamous Cell Carcinoma
NCT00049283,Stage III Squamous Cell Carcinoma of the Hypopharynx
NCT00049283,Stage III Squamous Cell Carcinoma of the Larynx
NCT00049283,Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00049283,Stage III Squamous Cell Carcinoma of the Nasopharynx
NCT00049283,Stage III Squamous Cell Carcinoma of the Oropharynx
NCT00049283,Stage III Verrucous Carcinoma of the Larynx
NCT00049283,Stage III Verrucous Carcinoma of the Oral Cavity
NCT00049283,Stage IV Squamous Cell Carcinoma of the Hypopharynx
NCT00049283,Stage IV Squamous Cell Carcinoma of the Nasopharynx
NCT00049283,Stage IVA Squamous Cell Carcinoma of the Larynx
NCT00049283,Stage IVA Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00049283,Stage IVA Squamous Cell Carcinoma of the Oropharynx
NCT00049283,Stage IVA Verrucous Carcinoma of the Larynx
NCT00049283,Stage IVA Verrucous Carcinoma of the Oral Cavity
NCT00049283,Stage IVB Squamous Cell Carcinoma of the Larynx
NCT00049283,Stage IVB Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00049283,Stage IVB Squamous Cell Carcinoma of the Oropharynx
NCT00049283,Stage IVB Verrucous Carcinoma of the Larynx
NCT00049283,Stage IVB Verrucous Carcinoma of the Oral Cavity
NCT00049283,Stage IVC Squamous Cell Carcinoma of the Larynx
NCT00049283,Stage IVC Squamous Cell Carcinoma of the Lip and Oral Cavity
NCT00049283,Stage IVC Squamous Cell Carcinoma of the Oropharynx
NCT00049283,Stage IVC Verrucous Carcinoma of the Larynx
NCT00049283,Stage IVC Verrucous Carcinoma of the Oral Cavity
NCT00049283,Tongue Cancer
NCT00049283,Untreated Metastatic Squamous Neck Cancer With Occult Primary
NCT05970783,Chronic Pelvic Pain
NCT05628883,Metastatic Melanoma
NCT05628883,Unresectable Melanoma
NCT05628883,Acral Melanoma
NCT05628883,Mucosal Melanoma
NCT05628883,Cutaneous Melanoma
NCT05628883,Ocular Melanoma
NCT05628883,Uveal Melanoma
NCT05628883,Iris Melanoma
NCT05628883,Conjunctival Melanoma
NCT05628883,Non-Cutaneous Melanoma
