study_id,sponsor_name,sponsor_type
NCT03446690,University of Alabama at Birmingham,OTHER
NCT00171990,Novartis,INDUSTRY
NCT01889290,University of Zurich,OTHER
NCT03380390,"Aclaris Therapeutics, Inc.",INDUSTRY
NCT02131597,M.D. Anderson Cancer Center,OTHER
NCT02131597,National Cancer Institute (NCI),NIH
NCT00877097,Kuopio University Hospital,OTHER
NCT01200797,National Cancer Institute (NCI),NIH
NCT06192797,Tongji Hospital,OTHER
NCT04254913,Shionogi,INDUSTRY
NCT06113913,Belgian Inflammatory Bowel Disease Research and Development (BIRD) VZW,OTHER
NCT06113913,Celltrion,INDUSTRY
NCT06588413,Augusta University,OTHER
NCT00387413,GlaxoSmithKline,INDUSTRY
NCT05835713,Samsung Medical Center,OTHER
NCT03998813,Centre Hospitalier Departemental Vendee,OTHER
NCT01146613,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH
NCT07226713,Medical College of Wisconsin,OTHER
NCT04075513,Sanofi,INDUSTRY
NCT01881113,"Aciex Therapeutics, Inc.",INDUSTRY
NCT00261560,Johnson & Johnson Consumer and Personal Products Worldwide,INDUSTRY
NCT00733720,National Institute on Drug Abuse (NIDA),NIH
NCT02308020,Eli Lilly and Company,INDUSTRY
NCT05937282,Menoufia University,OTHER
NCT02610582,STZ eyetrial,OTHER
NCT02610582,University Hospital Tuebingen,OTHER
NCT02610582,Ludwig-Maximilians - University of Munich,OTHER
NCT03659682,Oslo University Hospital,OTHER
NCT03250182,"Pearl Therapeutics, Inc.",INDUSTRY
NCT02691182,"Supernus Pharmaceuticals, Inc.",INDUSTRY
NCT00961259,"Mutual Pharmaceutical Company, Inc.",INDUSTRY
NCT04489459,Al-Azhar University,OTHER
NCT02252796,West Virginia University,OTHER
NCT00056459,Novartis,INDUSTRY
NCT00056459,Bayer,INDUSTRY
NCT04500496,Aswan University Hospital,OTHER
NCT04712396,AstraZeneca,INDUSTRY
NCT04712396,Parexel,INDUSTRY
NCT01455896,Intarcia Therapeutics,INDUSTRY
NCT00327379,Bayer,INDUSTRY
NCT00171080,Novartis,INDUSTRY
NCT00856596,Jamaica Hospital Medical Center,OTHER
NCT00856596,Johnson & Johnson,INDUSTRY
NCT05916196,Abramson Cancer Center at Penn Medicine,OTHER
NCT03054896,Dana-Farber Cancer Institute,OTHER
NCT03054896,"Genentech, Inc.",INDUSTRY
NCT03120962,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
NCT01103388,M.D. Anderson Cancer Center,OTHER
NCT01103388,"Genentech, Inc.",INDUSTRY
NCT01579188,"Kael-GemVax Co., Ltd.",INDUSTRY
NCT01579188,"Quintiles, Inc.",INDUSTRY
NCT03523988,University of Washington,OTHER
NCT00613288,University of Aarhus,OTHER
NCT03419403,AbbVie,INDUSTRY
NCT00612703,"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",INDUSTRY
NCT02363127,Instituto Bernabeu,OTHER
NCT03262727,Bristol-Myers Squibb,INDUSTRY
NCT03698227,Institut für Klinische Krebsforschung IKF GmbH at Krankenhaus Nordwest,OTHER
NCT04362527,"University Hospital, Angers",OTHER_GOV
NCT04019561,MedImmune LLC,INDUSTRY
NCT00812461,H. Lundbeck A/S,INDUSTRY
NCT07448142,Sun Yat-sen University,OTHER
NCT01872442,Poitiers University Hospital,OTHER
NCT02358161,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER
NCT02358161,Novartis,INDUSTRY
NCT02358161,Celgene Corporation,INDUSTRY
NCT01357161,Merck Sharp & Dohme LLC,INDUSTRY
NCT02952586,Pfizer,INDUSTRY
NCT00891670,Gyeongsang National University Hospital,OTHER
NCT01567670,Lightlake Sinclair Ltd.,OTHER
NCT01633970,"Genentech, Inc.",INDUSTRY
NCT01197170,M.D. Anderson Cancer Center,OTHER
NCT01530373,University of Arkansas,OTHER
NCT07013773,Beijing Tiantan Hospital,OTHER
NCT07013773,"Neurodawn Pharmaceutical Co., Ltd.",INDUSTRY
NCT02949973,Aurinia Pharmaceuticals Inc.,INDUSTRY
NCT00238173,OHSU Knight Cancer Institute,OTHER
NCT00238173,National Cancer Institute (NCI),NIH
NCT02115360,Tanta University,OTHER
NCT02462720,Boston Scientific Corporation,INDUSTRY
NCT04350320,Fundacion para la Formacion e Investigacion Sanitarias de la Region de Murcia,OTHER
NCT02479620,"Mercator MedSystems, Inc.",INDUSTRY
NCT00577720,Warner Chilcott,INDUSTRY
NCT02193282,National Cancer Institute (NCI),NIH
NCT00728923,New York State Psychiatric Institute,OTHER
NCT01424423,GlaxoSmithKline,INDUSTRY
NCT02149524,"Samsung Bioepis Co., Ltd.",INDUSTRY
NCT02531724,Sahlgrenska University Hospital,OTHER
NCT06690723,University Malaysia Sarawak,OTHER
NCT01758523,UConn Health,OTHER
NCT01758523,National Institute on Alcohol Abuse and Alcoholism (NIAAA),NIH
NCT03895359,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,OTHER
NCT03895359,CancerCare Manitoba,OTHER
NCT03307759,"Peter MacCallum Cancer Centre, Australia",OTHER
NCT07346859,Biopharma Plasma LLC,INDUSTRY
NCT03686059,Benha University,OTHER
NCT03679780,The University of Texas at Arlington,OTHER
NCT05075980,Mayo Clinic,OTHER
NCT04162379,Mansoura University,OTHER
NCT01054196,Weill Medical College of Cornell University,OTHER
NCT01054196,Celgene,INDUSTRY
NCT06204796,Fayoum University,OTHER
NCT02235480,"Almirall, S.A.",INDUSTRY
NCT07624279,"American Society of Pain and Neuroscience, Inc.",OTHER
NCT07624279,National Football League,OTHER
NCT02881762,"University of Maryland, Baltimore",OTHER
NCT02881762,ViiV Healthcare,INDUSTRY
NCT00673062,Merck Sharp & Dohme LLC,INDUSTRY
NCT03449446,Gilead Sciences,INDUSTRY
NCT00069888,Sanofi,INDUSTRY
NCT01286103,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY
NCT03743662,Memorial Sloan Kettering Cancer Center,OTHER
NCT01762462,Bristol-Myers Squibb,INDUSTRY
NCT00449046,GlaxoSmithKline,INDUSTRY
NCT05660746,"Children's Hospital Medical Center, Cincinnati",OTHER
NCT05660746,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT05660746,"Janssen Scientific Affairs, LLC",INDUSTRY
NCT03206788,University of Miami,OTHER
NCT03206788,University of Alabama at Birmingham,OTHER
NCT03206788,"Children's Hospital Medical Center, Cincinnati",OTHER
NCT03206788,University of Kansas Medical Center,OTHER
NCT03206788,Cystic Fibrosis Foundation,OTHER
NCT01568203,Amgen,INDUSTRY
NCT01576003,"Children's Hospital Medical Center, Cincinnati",OTHER
NCT01576003,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT01576003,"Emmaus Medical, Inc.",INDUSTRY
NCT01576003,University of Michigan,OTHER
NCT01576003,Emory University,OTHER
NCT01576003,"University of Colorado, Denver",OTHER
NCT06157827,"Nanjing Leads Biolabs Co.,Ltd",INDUSTRY
NCT05529927,Parnassia Addiction Research Centre,OTHER
NCT05529927,Leiden University Medical Center,OTHER
NCT05529927,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER
NCT05529927,Radboud University Medical Center,OTHER
NCT05529927,The Netherlands Cancer Institute,OTHER
NCT05529927,Het Zwarte Gat,UNKNOWN
NCT07190027,First Affiliated Hospital of Wenzhou Medical University,OTHER
NCT00896961,National Cancer Institute (NCI),NIH
NCT01466361,GlaxoSmithKline,INDUSTRY
NCT02202161,GlaxoSmithKline,INDUSTRY
NCT00197886,Herlev Hospital,OTHER
NCT07549386,Laboratorios Liomont,INDUSTRY
NCT07549386,EPIC Research CRO,INDUSTRY
NCT06423170,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,OTHER
NCT04790370,Boston Scientific Corporation,INDUSTRY
NCT04790370,"National PERT Consortium, Inc.",UNKNOWN
NCT04790370,University Medical Center Mainz,OTHER
NCT06269770,University of Thessaly,OTHER
NCT05874570,Shanghai Jiao Tong University School of Medicine,OTHER
NCT05670470,"Taejoon Pharmaceutical Co., Ltd.",INDUSTRY
NCT02217670,Disphar International B.V.,INDUSTRY
NCT05387070,"Visen Pharmaceuticals (Shanghai) Co., Ltd.",INDUSTRY
NCT03640273,Thammasat University,OTHER
NCT04958473,Tianjin Medical University Second Hospital,OTHER
NCT02628769,Imperial College London,OTHER
NCT02628769,"Melinta Therapeutics, Inc.",INDUSTRY
NCT03750383,"Enanta Pharmaceuticals, Inc",INDUSTRY
NCT03750383,Pharmaceutical Research Associates,OTHER
NCT02005783,Shanghai Jiao Tong University School of Medicine,OTHER
NCT03262441,Fred Hutchinson Cancer Center,OTHER
NCT03262441,University of Washington,OTHER
NCT03460041,Hagar hassanein refaee,OTHER
NCT03460041,Cairo University,OTHER
NCT05688241,"University Hospital, Basel, Switzerland",OTHER
NCT04397341,China Medical University Hospital,OTHER
NCT02053454,Alnylam Pharmaceuticals,INDUSTRY
NCT05186454,Sohag University,OTHER
NCT00515554,University of Cologne,OTHER
NCT01767454,GlaxoSmithKline,INDUSTRY
NCT03885154,Kimberly S Jones,OTHER
NCT01726205,Attikon Hospital,OTHER
NCT05050305,Dana-Farber Cancer Institute,OTHER
NCT05050305,Bristol-Myers Squibb,INDUSTRY
NCT01250405,Laval University,OTHER
NCT01250405,Amgen,INDUSTRY
NCT04935294,"Alexion Pharmaceuticals, Inc.",INDUSTRY
NCT04935294,"Achillion, a wholly owned subsidiary of Alexion",INDUSTRY
NCT03633994,The Christ Hospital,OTHER
NCT00252694,AstraZeneca,INDUSTRY
NCT00252694,Takeda,INDUSTRY
NCT04234594,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY
NCT01813994,Yonsei University,OTHER
NCT06198894,Zheng Liu,OTHER
NCT00383994,M.D. Anderson Cancer Center,OTHER
NCT00383994,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",INDUSTRY
NCT00430066,Niguarda Hospital,OTHER
NCT00248066,"Sarepta Therapeutics, Inc.",INDUSTRY
NCT00248066,Baim Institute for Clinical Research,OTHER
NCT02937766,"AMAG Pharmaceuticals, Inc.",INDUSTRY
NCT00375960,Vernalis (R&D) Ltd,INDUSTRY
NCT00375960,Cita NeuroPharmaceuticals,INDUSTRY
NCT01023360,National Taiwan University Hospital,OTHER
NCT01023360,Haemonetics Corporation,INDUSTRY
NCT00002520,Eastern Cooperative Oncology Group,NETWORK
NCT00002520,National Cancer Institute (NCI),NIH
NCT05447520,Noha Mansour,OTHER
NCT00715520,Emory University,OTHER
NCT00715520,National Institutes of Health (NIH),NIH
NCT00715520,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT06700720,"Beijing Inno Medicine Co., Ltd.",INDUSTRY
NCT00742820,Fresenius Medical Care North America,INDUSTRY
NCT00191724,Eli Lilly and Company,INDUSTRY
NCT00945724,International Extranodal Lymphoma Study Group (IELSG),OTHER
NCT01563523,Novo Nordisk A/S,INDUSTRY
NCT03246724,Boston Medical Center,OTHER
NCT04700423,Jennifer Keiser,OTHER
NCT04700423,Public Health Laboratory Ivo de Carneri,OTHER
NCT04544059,"Nanfang Hospital, Southern Medical University",OTHER
NCT02872259,Haukeland University Hospital,OTHER
NCT02872259,BerGenBio ASA,INDUSTRY
NCT00282659,Hartford Hospital,OTHER
NCT00376480,Dana-Farber Cancer Institute,OTHER
NCT00376480,National Cancer Institute (NCI),NIH
NCT00376480,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT06954480,Queen Mary University of London,OTHER
NCT06954480,AstraZeneca,INDUSTRY
NCT07541079,"Genentech, Inc.",INDUSTRY
NCT03862079,M.D. Anderson Cancer Center,OTHER
NCT03862079,National Cancer Institute (NCI),NIH
NCT02370680,"New Haven Pharmaceuticals, Inc.",INDUSTRY
NCT01750580,Bristol-Myers Squibb,INDUSTRY
NCT02576080,Assistance Publique Hopitaux De Marseille,OTHER
NCT00138580,Novartis,INDUSTRY
NCT03908580,Medy-Tox,INDUSTRY
NCT04016779,"Supernus Pharmaceuticals, Inc.",INDUSTRY
NCT07334496,Gan & Lee Pharmaceuticals.,INDUSTRY
NCT01657162,"Radius Health, Inc.",INDUSTRY
NCT01376362,National Eye Institute (NEI),NIH
NCT01563562,Biogen,INDUSTRY
NCT01745588,Memorial Sloan Kettering Cancer Center,OTHER
NCT01745588,Celgene Corporation,INDUSTRY
NCT01745588,Weill Medical College of Cornell University,OTHER
NCT01745588,North Shore University Hospital,OTHER
NCT01745588,Rutgers Cancer Institute of New Jersey,OTHER
NCT01745588,State University of New York - Upstate Medical University,OTHER
NCT01147588,AstraZeneca,INDUSTRY
NCT01389388,Diakonhjemmet Hospital,OTHER
NCT04204603,Chong Kun Dang Pharmaceutical,INDUSTRY
NCT04211103,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER
NCT04211103,Merck Sharp & Dohme LLC,INDUSTRY
NCT02855203,"Peter MacCallum Cancer Centre, Australia",OTHER
NCT01700803,Assiut University,OTHER
NCT02591888,TriHealth Inc.,OTHER
NCT01742988,"Curis, Inc.",INDUSTRY
NCT01742988,The Leukemia and Lymphoma Society,OTHER
NCT02704403,Genfit,INDUSTRY
NCT00005603,Children's Oncology Group,NETWORK
NCT00005603,National Cancer Institute (NCI),NIH
NCT00885703,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT01925703,"University of North Carolina, Chapel Hill",OTHER
NCT04911127,"University of California, Los Angeles",OTHER
NCT05286827,National Cancer Institute (NCI),NIH
NCT02588027,"University of California, San Francisco",OTHER
NCT07058727,Cukurova University,OTHER
NCT05429827,National Cheng-Kung University Hospital,OTHER
NCT02213861,TetraLogic Pharmaceuticals,INDUSTRY
NCT04871061,Cigli Regional Training Hospital,OTHER
NCT02154061,Emory University,OTHER
NCT01100242,New Mexico Cancer Research Alliance,OTHER
NCT00706342,Rigel Pharmaceuticals,INDUSTRY
NCT02176642,Duke University,OTHER
NCT02176642,"Society of Urodynamics, Female Pelvic Medicine & Urogenital Reconstruction",OTHER
NCT05199142,Syndesi Therapeutics,INDUSTRY
NCT07517042,Shanghai Zhongshan Hospital,OTHER
NCT03299842,"Zogenix International Limited, Inc., a subsidiary of Zogenix, Inc.",INDUSTRY
NCT00825786,The Cleveland Clinic,OTHER
NCT06349486,Kaohsiung Medical University,OTHER
NCT02624986,Hoffmann-La Roche,INDUSTRY
NCT02022670,"University of Colorado, Boulder",OTHER
NCT02022670,TheraVasc Inc.,INDUSTRY
NCT04263870,Sichuan University,OTHER
NCT06684470,Mayo Clinic,OTHER
NCT03160573,"Rowpar Pharmaceuticals, Inc.",INDUSTRY
NCT03160573,"University Health Resources Group, Inc.",OTHER
NCT02644473,Albert Einstein College of Medicine,OTHER
NCT03218969,"William Ondo, MD",OTHER
NCT03218969,Restless Legs Syndrome Foundation,UNKNOWN
NCT04920383,"Alpine Immune Sciences, Inc.",INDUSTRY
NCT04920383,Merck Sharp & Dohme LLC,INDUSTRY
NCT03792269,The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,OTHER
NCT00102869,University Hospital Muenster,OTHER
NCT00102869,German Federal Ministry of Education and Research,OTHER_GOV
NCT02154269,Hospital Sao Rafael,OTHER
NCT01480869,Institut du Cancer de Montpellier - Val d'Aurelle,OTHER
NCT01665183,Polaris Group,INDUSTRY
NCT00489983,Eli Lilly and Company,INDUSTRY
NCT01628783,Jesper Ekelund,OTHER
NCT01628783,Academy of Finland,OTHER
NCT02353741,Xinqiao Hospital of Chongqing,OTHER
NCT03168841,Western University of Health Sciences,OTHER
NCT01204554,Oslo University Hospital,OTHER
NCT00106054,Pfizer,INDUSTRY
NCT03304054,"Catalyst Pharmaceuticals, Inc.",INDUSTRY
NCT06897605,Mansoura University,OTHER
NCT07113054,Hyewon Chung,OTHER
NCT00583154,Braintree Laboratories,INDUSTRY
NCT05748405,Aelis Farma,INDUSTRY
NCT05748405,European Commission,OTHER
NCT07067905,Chinese PLA General Hospital,OTHER
NCT07067905,Sinotau Pharmaceutical Group,INDUSTRY
NCT00778505,Hopital Foch,OTHER
NCT05375305,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT00010205,National Cancer Institute (NCI),NIH
NCT02406794,University of Malaga,OTHER
NCT05985694,Advagene Biopharma Co. Ltd.,INDUSTRY
NCT05985694,Taipei Medical University Hospital,OTHER
NCT02976194,Pusan National University Hospital,OTHER
NCT02976194,Novartis,INDUSTRY
NCT04274894,AbbVie,INDUSTRY
NCT03393494,Padagis LLC,INDUSTRY
NCT00003694,National Cancer Institute (NCI),NIH
NCT07375966,General Hospital of Shenyang Military Region,OTHER
NCT00181922,Massachusetts General Hospital,OTHER
NCT00181922,Pfizer,INDUSTRY
NCT03787017,Handok Inc.,INDUSTRY
NCT00091689,Pfizer,INDUSTRY
NCT03631017,Memorial Sloan Kettering Cancer Center,OTHER
NCT01796717,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT01796717,Pfizer,INDUSTRY
NCT05471440,Erasmus Medical Center,OTHER
NCT05471440,ZonMw: The Netherlands Organisation for Health Research and Development,OTHER
NCT05471440,Leiden University Medical Center,OTHER
NCT05471440,University Medical Center Groningen,OTHER
NCT05471440,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER
NCT04233840,National Taiwan University Hospital,OTHER
NCT04233840,PharmaEssentia,INDUSTRY
NCT07001540,Fudan University,OTHER
NCT07001540,Fujian Cancer Hospital,OTHER_GOV
NCT00220168,Royal Marsden NHS Foundation Trust,OTHER
NCT01027689,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY
NCT02825940,Hoffmann-La Roche,INDUSTRY
NCT06186440,Zhongnan Hospital,OTHER
NCT06409689,Tongji Hospital,OTHER
NCT05595889,Fujian Cancer Hospital,OTHER_GOV
NCT05745350,Xiaorong Dong,OTHER
NCT05910450,Cassiopea SpA,INDUSTRY
NCT05910450,Ergomed PLC,NETWORK
NCT05910450,Pharmapace Inc,UNKNOWN
NCT05910450,Canfield Scientific Inc.,INDUSTRY
NCT05910450,ICON Clinical Research,INDUSTRY
NCT05547750,The Third People's Hospital of Chengdu,OTHER
NCT05547750,Afﬁliated Hospital of North Sichuan Medical College,OTHER
NCT00411450,Amgen,INDUSTRY
NCT01160991,"Central Institute of Mental Health, Mannheim",OTHER
NCT01160991,Sanofi,INDUSTRY
NCT02518191,Xiangyun Zong,OTHER
NCT02518191,Zhejiang Cancer Hospital,OTHER
NCT01802450,PETHEMA Foundation,OTHER
NCT01802450,Dynamic Solutions,INDUSTRY
NCT01802450,Bristol-Myers Squibb,INDUSTRY
NCT00326391,"McNeil Consumer & Specialty Pharmaceuticals, a Division of McNeil-PPC, Inc.",INDUSTRY
NCT03706274,CytomX Therapeutics,INDUSTRY
NCT02680574,Akebia Therapeutics,INDUSTRY
NCT05394818,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",INDUSTRY
NCT02910518,Sanofi,INDUSTRY
NCT06783790,"Institute of Hematology & Blood Diseases Hospital, China",OTHER
NCT03237390,Mayo Clinic,OTHER
NCT03237390,National Cancer Institute (NCI),NIH
NCT06067490,"Nanjing RegeneCore Biotech Co., Ltd.",INDUSTRY
NCT06447090,"Institute of Hematology & Blood Diseases Hospital, China",OTHER
NCT01722097,Herlev Hospital,OTHER
NCT04621097,Cairo University,OTHER
NCT02352597,Cairo University,OTHER
NCT06665997,University of Pennsylvania,OTHER
NCT06665997,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT06665997,Emory University,OTHER
NCT06665997,Children's Hospital of Philadelphia,OTHER
NCT00636610,"Genentech, Inc.",INDUSTRY
NCT05310110,Chang Gung Memorial Hospital,OTHER
NCT05558410,Vertex Pharmaceuticals Incorporated,INDUSTRY
NCT04218110,"Professional Disposables International, Inc.",INDUSTRY
NCT04090710,Ontario Clinical Oncology Group (OCOG),OTHER
NCT04090710,Bristol-Myers Squibb,INDUSTRY
NCT04090710,Hamilton Health Sciences Corporation,OTHER
NCT05835310,AstraZeneca,INDUSTRY
NCT00416520,Tanabe Pharma Corporation,INDUSTRY
NCT00654420,Merck Sharp & Dohme LLC,INDUSTRY
NCT01742520,Sheba Medical Center,OTHER_GOV
NCT02450682,Mayo Clinic,OTHER
NCT02450682,Bristol-Myers Squibb,INDUSTRY
NCT01534182,Novartis Pharmaceuticals,INDUSTRY
NCT02117024,Heat Biologics,INDUSTRY
NCT04168723,MedDay Pharmaceuticals SA,INDUSTRY
NCT04168723,Parexel,INDUSTRY
NCT04168723,ERT: Clinical Trial Technology Solutions,OTHER
NCT04457323,Neutec Ar-Ge San ve Tic A.Ş,INDUSTRY
NCT07193459,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY
NCT00742859,Portola Pharmaceuticals,INDUSTRY
NCT03870880,Rovi Pharmaceuticals Laboratories,INDUSTRY
NCT03926780,The Young Investigator Group of Cardiovascular Research,NETWORK
NCT02698280,Huashan Hospital,OTHER
NCT02290080,Karolinska Institutet,OTHER
NCT02290080,"University Hospital, Linkoeping",OTHER
NCT05009680,Galecto Biotech AB,INDUSTRY
NCT05009680,Comac Medical,INDUSTRY
NCT06772779,Merck Sharp & Dohme LLC,INDUSTRY
NCT00211679,Minneapolis Veterans Affairs Medical Center,FED
NCT00211679,Allergan,INDUSTRY
NCT00211679,Center for Veterans Research and Education,OTHER
NCT00171379,Novartis,INDUSTRY
NCT00618579,ThromboGenics,INDUSTRY
NCT00618579,BioInvent International AB,INDUSTRY
NCT06024096,Emory University,OTHER
NCT02236962,Bayside Health,OTHER_GOV
NCT02236962,Baker Heart and Diabetes Institute,OTHER
NCT02236962,The Alfred,OTHER
NCT04619862,University of British Columbia,OTHER
NCT04619862,Canadian Institutes of Health Research (CIHR),OTHER_GOV
NCT04619862,Child-Bright Network,OTHER
NCT04619862,BC Children's Hospital Research Institute,OTHER
NCT01949662,M.D. Anderson Cancer Center,OTHER
NCT01949662,National Cancer Institute (NCI),NIH
NCT00733746,Alliance for Clinical Trials in Oncology,OTHER
NCT00733746,National Cancer Institute (NCI),NIH
NCT00733746,OSI Pharmaceuticals,INDUSTRY
NCT00733746,Astellas Pharma Inc,INDUSTRY
NCT01096446,OSF Healthcare System,OTHER
NCT02556346,"Molecular Templates, Inc.",INDUSTRY
NCT02702388,Eisai Inc.,INDUSTRY
NCT02702388,Merck Sharp & Dohme LLC,INDUSTRY
NCT07533227,Hua Jiang,OTHER
NCT05778461,"Institute of Liver and Biliary Sciences, India",OTHER
NCT02707861,TaiMed Biologics Inc.,INDUSTRY
NCT02707861,Westat,OTHER
NCT00362661,University of Zurich,OTHER
NCT05315661,Samsung Medical Center,OTHER
NCT02150161,Clinica Santa Maria,OTHER
NCT06514261,National Cancer Institute (NCI),NIH
NCT05110742,M.D. Anderson Cancer Center,OTHER
NCT01304342,University of Athens,OTHER
NCT01078142,"Georg Hess, MD",OTHER
NCT01078142,Wyeth is now a wholly owned subsidiary of Pfizer,INDUSTRY
NCT01078142,Mundipharma Pte Ltd.,INDUSTRY
NCT00004686,The Cleveland Clinic,OTHER
NCT03010670,KU Leuven,OTHER
NCT03010670,The Branco Weiss Fellowship,OTHER
NCT03010670,Research Foundation Flanders,OTHER
NCT01000870,Institute for Neurodegenerative Disorders,OTHER
NCT05201170,"Palatin Technologies, Inc",INDUSTRY
NCT04878770,Erasmus Medical Center,OTHER
NCT04878770,ZonMw: The Netherlands Organisation for Health Research and Development,OTHER
NCT03936270,Latin American Cooperative Oncology Group,OTHER
NCT03936270,Pfizer,INDUSTRY
NCT03681470,Icahn School of Medicine at Mount Sinai,OTHER
NCT02259361,Sheba Medical Center,OTHER_GOV
NCT01982942,MediciNova,INDUSTRY
NCT01982942,National Institutes of Health (NIH),NIH
NCT01982942,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT01982942,National Multiple Sclerosis Society,OTHER
NCT00284986,"Mesoblast, Inc.",INDUSTRY
NCT01040286,Dexcel Pharma Technologies Ltd.,INDUSTRY
NCT03948386,Thomas Jefferson University,OTHER
NCT02246270,University of Oklahoma,OTHER
NCT01266135,Novartis Pharmaceuticals,INDUSTRY
NCT02740335,Octapharma,INDUSTRY
NCT06724835,"Shenzhen Celconta Life Science Co., Ltd.",INDUSTRY
NCT04325035,Windtree Therapeutics,INDUSTRY
NCT04325035,"Momentum Research, Inc.",INDUSTRY
NCT05032235,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY
NCT01640535,Hanmi Pharmaceutical Company Limited,INDUSTRY
NCT03937635,ECOG-ACRIN Cancer Research Group,NETWORK
NCT03937635,National Cancer Institute (NCI),NIH
NCT03398135,AbbVie,INDUSTRY
NCT06713135,Santhera Pharmaceuticals,INDUSTRY
NCT04373317,VA Office of Research and Development,FED
NCT05614817,Connect Biopharm LLC,INDUSTRY
NCT00212017,"National Cerebral and Cardiovascular Center, Japan",OTHER
NCT00212017,"Ministry of Health, Labour and Welfare, Japan",OTHER_GOV
NCT04477317,Cairo University,OTHER
NCT04742517,Astellas Pharma Europe B.V.,INDUSTRY
NCT03808740,Vanderbilt University Medical Center,OTHER
NCT00557440,Novartis,INDUSTRY
NCT06565689,Excyte Biopharma Ltd,INDUSTRY
NCT06045689,Bristol-Myers Squibb,INDUSTRY
NCT01021189,AstraZeneca,INDUSTRY
NCT07626489,Beijing Tiantan Hospital,OTHER
NCT04372589,University of Manitoba,OTHER
NCT04372589,"University Health Network, Toronto",OTHER
NCT07229768,Yan Xing,OTHER
NCT01489189,Jaeb Center for Health Research,OTHER
NCT01489189,National Eye Institute (NEI),NIH
NCT01489189,"Genentech, Inc.",INDUSTRY
NCT06560268,Cukurova University,OTHER
NCT06157450,"Guangdong Raynovent Biotech Co., Ltd",INDUSTRY
NCT04195074,"Third Affiliated Hospital, Sun Yat-Sen University",OTHER
NCT03676374,Universitaire Ziekenhuizen KU Leuven,OTHER
NCT02768974,Protalix,INDUSTRY
NCT03831191,Eli Lilly and Company,INDUSTRY
NCT01013818,Human Genome Sciences Inc.,INDUSTRY
NCT00318474,"St. Joseph's Hospital and Medical Center, Phoenix",OTHER
NCT04408118,MedSIR,OTHER
NCT04408118,Hoffmann-La Roche,INDUSTRY
NCT05874518,Liuzhou Maternity and Child Healthcare Hospital,OTHER
NCT02647918,Lexicon Pharmaceuticals,INDUSTRY
NCT00143390,Pfizer,INDUSTRY
NCT05549297,Immunocore Ltd,INDUSTRY
NCT01706510,"Rapid City Regional Hospital, Inc",OTHER
NCT01706510,AstraZeneca,INDUSTRY
NCT01283997,M.D. Anderson Cancer Center,OTHER
NCT01283997,National Cancer Institute (NCI),NIH
NCT04570410,The First Affiliated Hospital with Nanjing Medical University,OTHER
NCT01177410,"Bausch Health Americas, Inc.",INDUSTRY
NCT04890613,"Senhwa Biosciences, Inc.",INDUSTRY
NCT02072213,GL Pharm Tech Corporation,INDUSTRY
NCT02419313,Yale University,OTHER
NCT00656513,Radiation Therapy Oncology Group,NETWORK
NCT00656513,National Cancer Institute (NCI),NIH
NCT00656513,NRG Oncology,OTHER
NCT04760860,Qiang Zhang,OTHER
NCT04860960,"Cyclo Therapeutics, Inc.",INDUSTRY
NCT00108420,US Department of Veterans Affairs,FED
NCT00911820,Dana-Farber Cancer Institute,OTHER
NCT00911820,Massachusetts General Hospital,OTHER
NCT00911820,"SCRI Development Innovations, LLC",OTHER
NCT00911820,Texas Oncology Cancer Center,INDUSTRY
NCT00911820,"Genentech, Inc.",INDUSTRY
NCT04799782,Wayne State University,OTHER
NCT00531882,University Hospitals Cleveland Medical Center,OTHER
NCT04901923,Acerta Pharma BV,INDUSTRY
NCT03207724,"Andrew Hendifar, MD",OTHER
