study_id,intervention_name,intervention_type
NCT00763061,Timolol 0.5% Ophthalmic Solution (Timoptic),DRUG
NCT02800161,Trehalose,DRUG
NCT02800161,Maltose,DRUG
NCT07214142,PD-1,DRUG
NCT03657342,Liposomal Cyclosporine A,DRUG
NCT03657342,standard of care,DRUG
NCT04506242,SHR-1210,DRUG
NCT04506242,Apatinib,DRUG
NCT05173142,HMPL-453,DRUG
NCT05173142,gemcitabine and cisplatin,DRUG
NCT05173142,toripalimab,DRUG
NCT05173142,Docetaxel,DRUG
NCT00485342,Peg-interferon alpha 2a and ribavin,DRUG
NCT00485342,ribavirin with adaptation dose,DRUG
NCT01145586,Lactase Oral Tablets,DRUG
NCT06890286,BR3006,DRUG
NCT06890286,BR3006A,DRUG
NCT06890286,BR3006B,DRUG
NCT06890286,BR3006C,DRUG
NCT06846086,Melatonin 10 MG,DRUG
NCT06846086,Placebo,DRUG
NCT02557386,Levobupivacaine 5 mL,DRUG
NCT02557386,Levobupivacaine 10 mL,DRUG
NCT02557386,Levobupivacaine 15 mL,DRUG
NCT02557386,Levobupivacaine 20 mL,DRUG
NCT02557386,Levobupivacaine 25 mL,DRUG
NCT02557386,Levobupivacaine 30 mL,DRUG
NCT00385970,Tegafur-uracil (UFT),DRUG
NCT00385970,Calcium folinate (LV),DRUG
NCT00385970,Krestin (PSK),DRUG
NCT01808573,neratinib,DRUG
NCT01808573,capecitabine,DRUG
NCT01808573,lapatinib,DRUG
NCT05672173,Biopsy,PROCEDURE
NCT05672173,Biospecimen Collection,PROCEDURE
NCT05672173,Bone Marrow Biopsy,PROCEDURE
NCT05672173,Computed Tomography,PROCEDURE
NCT05672173,Cyclophosphamide,DRUG
NCT05672173,Fludarabine,DRUG
NCT05672173,Ibrutinib,DRUG
NCT05672173,Lisocabtagene Maraleucel,BIOLOGICAL
NCT05672173,Nivolumab,BIOLOGICAL
NCT05672173,Pheresis,PROCEDURE
NCT05672173,Positron Emission Tomography,PROCEDURE
NCT05843669,Guafenesin tablets,DRUG
NCT03117569,glecaprevir (300mg)/pibrentasvir (120mg),DRUG
NCT05878769,Astegolimab,DRUG
NCT00423683,Arixtra alone,DRUG
NCT00423683,Arixtra + filter,DEVICE
NCT04744883,Spinal Manipulation Therapy (SMT),OTHER
NCT04744883,Naloxone,DRUG
NCT04744883,Placebo,DRUG
NCT04744883,Mindfulness Based Stress Reduction Therapy (MT),BEHAVIORAL
NCT03398941,Preoperative Long Period Octreotide Combined With Postoperative Short Period Octreotide,DRUG
NCT07044141,Azathioprine,DRUG
NCT07044141,Tofacitinib,DRUG
NCT00276354,PEG 4000 (Forlax ®),DRUG
NCT07518654,Therapeutic Inducers of Natural Killer Killing (ThINKK),DRUG
NCT03614273,Hypertonic saline,DRUG
NCT03614273,Adrenaline,DRUG
NCT00434473,A-001,DRUG
NCT00434473,Placebo,OTHER
NCT07315373,Zanubrutinib 80mg/d,DRUG
NCT07315373,High dose dexamethasone,DRUG
NCT07315373,Zanubrutinib 160mg/d,DRUG
NCT07315373,Zanubrutinib 240mg/d,DRUG
NCT01039805,GSK962040 (50 mg),DRUG
NCT01039805,Placebo,DRUG
NCT01039805,GSK962040 (75 mg),DRUG
NCT05680805,Metformin Hydrochloride,DRUG
NCT00126269,cisplatin,DRUG
NCT00126269,gemcitabine,DRUG
NCT05717569,Vitamin D,DRUG
NCT00026169,imatinib mesylate,DRUG
NCT00026169,laboratory biomarker analysis,OTHER
NCT00026169,pharmacological study,OTHER
NCT06947083,Elranatamab,DRUG
NCT07707505,Urine-Derived Exosomes (USC-Exos),BIOLOGICAL
NCT07707505,Rectal Medical Ozone Insufflation,PROCEDURE
NCT07707505,Daily Phosphodiesterase type 5 (PDE5) Inhibitor,DRUG
NCT04912505,Aspirin,DRUG
NCT02282605,XF-73 nasal gel,DRUG
NCT02282605,Placebo nasal gel,DRUG
NCT02282605,Chlorhexidine gluconate 2% topical cloths,OTHER
NCT06061094,Imatinib,DRUG
NCT06061094,Ponatinib,DRUG
NCT06061094,Blinatumomab,DRUG
NCT06061094,Indication for stem cell transplantation,OTHER
NCT07069166,Para-probiotic oral care,DRUG
NCT07069166,Chlorhexidine oral care,DRUG
NCT05857566,RDX-002,DRUG
NCT04037566,XYF19 CAR-T cell,GENETIC
NCT04037566,Cyclophosphamide,DRUG
NCT04037566,Fludarabine,DRUG
NCT02867566,IBI301 plus CHOP,DRUG
NCT02867566,Rituximab plus CHOP,DRUG
NCT00127166,Montelukast sodium,DRUG
NCT00127166,Salmeterol xinafoate,DRUG
NCT00127166,Fluticasone propionate,DRUG
NCT00127166,Montelukast matching placebo,DRUG
NCT00127166,Salmeterol matching placebo,DRUG
NCT02065466,nab-paclitaxel,DRUG
NCT02065466,Temozolomide,DRUG
NCT02065466,Bevacizumab,DRUG
NCT07184866,Vitamin C,DRUG
NCT07184866,Standard of Care (SOC),OTHER
NCT03834766,"AMPH ER Tab 5, 10, 15 and 20 mg",DRUG
NCT03834766,"AMPH ER Tab Matching Placebo 5, 10, 15 and 20 mg",DRUG
NCT06790966,Combination Treatment of PDS0101 and Pembrolizumab,COMBINATION_PRODUCT
NCT06790966,Pembrolizumab Monotherapy,DRUG
NCT06217822,225Ac-PSMA-Trillium (BAY3563254),DRUG
NCT05141422,SHR2150 tablet、efavirenz,DRUG
NCT06284122,Mosunetuzumab,DRUG
NCT06284122,Lenalidomide,DRUG
NCT06284122,Rituximab,DRUG
NCT06284122,Obinutuzumab,DRUG
NCT06284122,Cyclophosphamide,DRUG
NCT06284122,Doxorubicin,DRUG
NCT06284122,Vincristin,DRUG
NCT06284122,Prednisone,DRUG
NCT06284122,Bendamustin,DRUG
NCT04890522,Triprilimab(JS001),DRUG
NCT04890522,Cisplatin,DRUG
NCT04890522,5-Fluorouracil,DRUG
NCT04890522,Gemcitabine,DRUG
NCT03197922,MIE Treatment,BEHAVIORAL
NCT03197922,Glycerin Suppository,DRUG
NCT03197922,Treatment as Usual (TAU),COMBINATION_PRODUCT
NCT04910022,NMS-03305293,DRUG
NCT04910022,Temozolomide,DRUG
NCT03164122,injection of microfat and plasma rich platelet PRP,DRUG
NCT03164122,MRI,DEVICE
NCT00001951,TMTDS,DRUG
NCT05124951,Whole-ventricle irradiation,RADIATION
NCT05124951,Carboplatin/etoposide,DRUG
NCT05124951,Ifosfamide/cisplatin/etoposide,DRUG
NCT05124951,Second-look surgery,PROCEDURE
NCT03488251,MT-3724,DRUG
NCT03488251,Gemcitabine,DRUG
NCT03488251,Oxaliplatin,DRUG
NCT01147029,angiogenesis inhibitor GSAO,DRUG
NCT01147029,laboratory biomarker analysis,OTHER
NCT01147029,pharmacological study,OTHER
NCT01147029,dynamic contrast-enhanced magnetic resonance imaging,PROCEDURE
NCT03428529,Capecitabine Oral Product,DRUG
NCT03428529,5Fluorouracil,DRUG
NCT04509102,Adderall-XR,DRUG
NCT04509102,Placebo,DRUG
NCT00660231,bexarotene,DRUG
NCT00660231,gemcitabine hydrochloride,DRUG
NCT00496431,histone deacetylase inhibitor (ITF2357),DRUG
NCT04880031,Efimosfermin,DRUG
NCT04880031,Placebo,DRUG
NCT00060931,carvedilol,DRUG
NCT00060931,metoprolol,DRUG
NCT01468831,Minocycline,DRUG
NCT01468831,Placebo,OTHER
NCT01468831,Bevacizumab,DRUG
NCT01264731,MELITAC 12.1,BIOLOGICAL
NCT01264731,Imiquimod,DRUG
NCT05246631,Dexamethasone injection,DRUG
NCT05246631,Haloperidol Injection,DRUG
NCT02371031,"6-[F-18]-Fluoro-L-3,4,-dihydroxyphenylalanine",DRUG
NCT02371031,PET/MRI,DEVICE
NCT02371031,Surgical resection (standard of care),PROCEDURE
NCT06534502,Zonisamide Oral Product,DRUG
NCT00822302,Reconstituted High Density Lipoprotein,DRUG
NCT00822302,Saline,DRUG
NCT04579302,Serratus anterior block (SAB),PROCEDURE
NCT04579302,Erector spinae block,PROCEDURE
NCT04579302,Saline (as a placebo),DRUG
NCT04579302,Bupivacaine,DRUG
NCT02650102,Risperidone,DRUG
NCT02650102,Olanzapine,DRUG
NCT02650102,Quetiapine,DRUG
NCT02650102,Aripiprazole,DRUG
NCT02650102,Ziprasidone,DRUG
NCT04142502,Propofol,DRUG
NCT04142502,Dexmedetomidin,DRUG
NCT03292302,Placebo,DRUG
NCT03292302,ELX-02,DRUG
NCT00384202,Tacrolimus,DRUG
NCT03081702,Hydroxychloroquine,DRUG
NCT03081702,Itraconazole,DRUG
NCT02369302,DWC20141,DRUG
NCT02369302,DWC20142,DRUG
NCT02369302,"DWC20141, DWC20142",DRUG
NCT00418002,AQW051,DRUG
NCT05862402,Dose-adjustment by PKPD,DRUG
NCT01025102,Naropin 0.1% cum sufentanil,DRUG
NCT06414902,ArabinoFuranosylGuanine [18F]F-AraG,DRUG
NCT04185402,Azithromycin,DRUG
NCT02890602,Darbepoetin alfa,DRUG
NCT02890602,R-CHOP,DRUG
NCT07439653,TORL-5-700,DRUG
NCT07439653,TORL-5-700 at MTD/RP2D,DRUG
NCT07439653,TORL-5-700 at MTD/RP2D in combination with another agent,DRUG
NCT06338553,Semaglutide (Rybelsus®),DRUG
NCT06338553,Placebo,DRUG
NCT01355302,E7050,DRUG
NCT01355302,cisplatin,DRUG
NCT01355302,capecitabine,DRUG
NCT01843153,Ropivacaine,DRUG
NCT06322953,Direct-Acting Oral Anticoagulants (used as per local standard practice),DRUG
NCT00002953,cyclophosphamide,DRUG
NCT00002953,epirubicin hydrochloride,DRUG
NCT00002953,paclitaxel,DRUG
NCT00457353,Bacillus Clausii,DRUG
NCT00457353,Oral rehydration therapy,OTHER
NCT02123953,TAK-438,DRUG
NCT02123953,TAK-438 Placebo,DRUG
NCT00635037,bupivacaine and acupuncture,DRUG
NCT05969327,Vitamin D,DRUG
NCT07036861,Ibuprofen 2%,DRUG
NCT07036861,Ibuprofen 4%,DRUG
NCT01006161,SCH 527123,DRUG
NCT01069042,Enalapril,DRUG
NCT00715442,Sunitinib,DRUG
NCT00715442,Nephrectomy,PROCEDURE
NCT00461942,Green Tea Polyphenols (EGCG/ECG),DRUG
NCT00325442,Oral treprostinil (UT-15C) sustained release tablets,DRUG
NCT00325442,Placebo,DRUG
NCT00811642,Posaconazole,DRUG
NCT01369186,Morphine,DRUG
NCT01369186,Placebo,DRUG
NCT01681186,LY2940680 Capsule(s) (Reference),DRUG
NCT01681186,LY2940680 Tablet (Test),DRUG
NCT01681186,Lansoprazole,DRUG
NCT01681186,Placebo Capsule(s),DRUG
NCT03742986,Nivolumab 360mg,DRUG
NCT03742986,Paclitaxel 80mg/m^2,DRUG
NCT03742986,Doxorubicin 60mg/m^2,DRUG
NCT03742986,Cyclophosphamide 600mg/m^2,DRUG
NCT03742986,Paclitaxel 80mg/m^2 or Docetaxel 75mg/m^2,DRUG
NCT03742986,Trastuzumab 8mg/kg and 6 mg/kg,DRUG
NCT03742986,Pertuzumab 840mg and 420mg,DRUG
NCT06051786,azelastine/fluticasone 137/50 mcg nasal spray,DRUG
NCT06051786,Dymista™,DRUG
NCT05838573,Metformin treatment,DRUG
NCT05838573,Placebo treatment,DRUG
NCT05838573,Baseline assessments,OTHER
NCT05838573,Volunteer assessments,OTHER
NCT01274273,Interleukin-2,DRUG
NCT01274273,Interferon Alfa-2b,DRUG
NCT01274273,Bevacizumab,DRUG
NCT01700673,Azacitidine,DRUG
NCT01700673,Sargramostim,BIOLOGICAL
NCT02175069,Interscalene Nerve Block,PROCEDURE
NCT02175069,"Ropivacaine 0.75%, 20ml",DRUG
NCT02175069,Gadopentetate-Dimeglumine 0.0125 mmol,DRUG
NCT02175069,Gadopentetate-Dimeglumine 0.05 mmol,DRUG
NCT02175069,"Ropivacaine 0.75%, 5ml",DRUG
NCT02175069,Shoulder Surgery,PROCEDURE
NCT00132769,MK-0873,DRUG
NCT00132769,Comparator: Placebo,DRUG
NCT00257283,Omega-3-acid ethyl esters 90,DRUG
NCT00271583,CDB-2914,DRUG
NCT00271583,levonorgestrel,DRUG
NCT04828083,Lidocaine IV,DRUG
NCT04828083,Saline IV,DRUG
NCT07419841,CTX-10726,DRUG
NCT01809041,Sevoflurane,DRUG
NCT01809041,propofol,DRUG
NCT01809041,remifentanil,DRUG
NCT06231641,Lemborexant 5 MG [Dayvigo],DRUG
NCT06231641,Matching Placebo,OTHER
NCT06288841,Ropivacaine injection,DRUG
NCT06288841,Bupivacaine liposome,DRUG
NCT05421741,Antibiotic coated intramedullary Nail,DRUG
NCT05421741,Standard Intramedullary Nail,OTHER
NCT00035854,Zyvox® / Linezolid,DRUG
NCT03268954,Azacitidine,DRUG
NCT03268954,Pevonedistat,DRUG
NCT00331305,Supervised Exercise,BEHAVIORAL
NCT00331305,Home-Based Exercise,BEHAVIORAL
NCT00331305,Sertraline (Zoloft),DRUG
NCT00331305,Placebo Pill,DRUG
NCT00002305,Flucytosine,DRUG
NCT00002305,Fluconazole,DRUG
NCT00002305,Amphotericin B,DRUG
NCT06718205,Nimotuzumab,DRUG
NCT06718205,Sintilimab,DRUG
NCT06718205,Paclitaxel-albumin,DRUG
NCT06718205,Cisplatin,DRUG
NCT01323205,JNJ-40411813,DRUG
NCT01323205,Placebo,DRUG
NCT01323205,Antipsychotic medication,DRUG
NCT01007994,"New Medication: Enalapril, Isradipine, Propranolol",DRUG
NCT01225094,curcumin,DRUG
NCT01225094,placebo,OTHER
NCT01491594,Eltrombopag,DRUG
NCT07357766,Cagrisema,DRUG
NCT07357766,Placebo CagriSema,DRUG
NCT02815566,tenofovir-alafenamide-emtricitabine,DRUG
NCT02815566,tenofovir-emtricitabine,DRUG
NCT00812266,topotecan + cisplatin,DRUG
NCT00812266,Etoposide + carboplatin,DRUG
NCT05648266,Continous SAPB (Ropivacain),DRUG
NCT05648266,institutional standard of care pain medication protocol,OTHER
NCT03275454,BIVV009 6.5 grams,DRUG
NCT03275454,BIVV009 7.5 grams,DRUG
NCT03384654,Daratumumab,DRUG
NCT03384654,Vincristine,DRUG
NCT03384654,Prednisone,DRUG
NCT03384654,Doxorubicin,DRUG
NCT03384654,Peg-asparaginase,BIOLOGICAL
NCT03384654,Cyclophosphamide,DRUG
NCT03384654,Cytarabine,DRUG
NCT03384654,6-mercaptopurine,DRUG
NCT03384654,Methotrexate,DRUG
NCT00324805,Bevacizumab,BIOLOGICAL
NCT00324805,Cisplatin,DRUG
NCT00324805,Docetaxel,DRUG
NCT00324805,Gemcitabine Hydrochloride,DRUG
NCT00324805,Laboratory Biomarker Analysis,OTHER
NCT00324805,Pemetrexed Disodium,DRUG
NCT00324805,Questionnaire Administration,OTHER
NCT00324805,Vinorelbine Tartrate,DRUG
NCT03780894,Fibrinogen Concentrate (Human) 1 MG [RiaSTAP],DRUG
NCT03780894,Red blood cells concentrate,BIOLOGICAL
NCT03780894,Tranexamic Acid,DRUG
NCT00927394,Aliskiren,DRUG
NCT00927394,Valsartan,DRUG
NCT00927394,Placebo for Aliskiren,DRUG
NCT00927394,Placebo for Valsartan,DRUG
NCT00099294,Glufosfamide,DRUG
NCT03332329,Entecavir,DRUG
NCT03332329,Granulocyte Macrophage Colony Stimulating Factor,DRUG
NCT03332329,Y peginterferon alfa-2b,DRUG
NCT03332329,HBV vaccine,DRUG
NCT04806529,Adjuvanted SARS-CoV-2 Subunit vaccine (aCoV2),DRUG
NCT04806529,Comparator,DRUG
NCT01855529,Ropivacaine in one arm and placebo (NaCl) in the other arm,DRUG
NCT01955629,Aflibercept AVE0005,DRUG
NCT01955629,Oxaliplatin,DRUG
NCT01955629,Capecitabine,DRUG
NCT00003129,valrubicin,DRUG
NCT01559129,Pomalidomide (CC-4047),DRUG
NCT01559129,Placebo,DRUG
NCT02640729,Nelotanserin,DRUG
NCT02640729,Placebo,DRUG
NCT04865029,Placebo injection and placebo pill,OTHER
NCT04865029,Estradiol Cypionate 5 mg/ml,DRUG
NCT04865029,Progesterone 200 mg Oral Capsule,DRUG
NCT00145002,VCAP-AMP-VECP with G-CSF and intrathecal prophylaxis,DRUG
NCT00145002,biweekly-CHOP with G-CSF and intrathecal prophylaxis,DRUG
NCT04500002,Isonicotinic Acid Hydrazide,DRUG
NCT04500002,Misoprostol,DRUG
NCT00914602,Sinemet 25-100 Oral Tablet,DRUG
NCT00914602,XP21279,DRUG
NCT00914602,Carbidopa Pill,DRUG
NCT02425202,Ketamine,DRUG
NCT02425202,Saline infusion,OTHER
NCT00119002,dexamethasone,DRUG
NCT00119002,Placebo,DRUG
NCT03655002,Cyclophosphamide,DRUG
NCT03655002,Cytokine-based Biologic Agent IRX-2,BIOLOGICAL
NCT03655002,Nivolumab,BIOLOGICAL
NCT05740202,SHR-7367,DRUG
NCT00837902,Atenolol (β-blocker),DRUG
NCT05420402,Propofol bolus,DRUG
NCT05420402,Propofol continuous infusion,DRUG
NCT02094053,E2020-Donepezil hydrochloride,DRUG
NCT02094053,Placebo,DRUG
NCT03705351,Tumor Treating Fields,DEVICE
NCT03705351,Temozolomide,DRUG
NCT03705351,Radiation Therapy,RADIATION
NCT03392051,ISIS 681257,DRUG
NCT03392051,Clopidogrel,DRUG
NCT00064051,gemcitabine hydrochloride,DRUG
NCT00064051,triapine,DRUG
NCT05215951,osimertinib,DRUG
NCT05767229,Carvedilol,DRUG
NCT06003829,Sinsunatovir,DRUG
NCT06003829,Bitrex,OTHER
NCT00890929,Lenalidomide,DRUG
NCT00890929,Azacitidine,DRUG
NCT02762929,HTX-011A,DRUG
NCT02762929,Saline Placebo,BIOLOGICAL
NCT02762929,HTX-011B,DRUG
NCT02762929,HTX-002,DRUG
NCT02762929,Bupivacaine HCl,DRUG
NCT02762929,HTX-009,DRUG
NCT04736329,Telmisartan,DRUG
NCT01821729,FOLFIRINOX,DRUG
NCT01821729,Losartan,DRUG
NCT01821729,Proton Beam Radiation,RADIATION
NCT01481129,Akt Inhibitor MK2206,DRUG
NCT01481129,Laboratory Biomarker Analysis,OTHER
NCT01481129,Pharmacological Study,OTHER
NCT04858529,investigator-selected taxane/carboplatin/trastuzumab/pertuzumab (TCHP),DRUG
NCT04858529,investigator-selected taxane/trastuzumab/pertuzumab (THP),DRUG
NCT04855929,ANV419,DRUG
NCT04855929,Ipilimumab,DRUG
NCT02848729,Oral Acetaminophen,DRUG
NCT02848729,IV Acetaminophen,DRUG
NCT02848729,IV Morphine,DRUG
NCT02848729,Placebo Tablets,DRUG
NCT02848729,Saline,DRUG
NCT01593735,MK-2748,DRUG
NCT01593735,Placebo,DRUG
NCT04560725,11C-Choline,DRUG
NCT06733025,Tendon lengthening surgery,PROCEDURE
NCT06733025,BoNT Injections,DRUG
NCT05470725,CIN-107,DRUG
NCT01981408,[^14C]-LY2801653,DRUG
NCT00117117,Aranesp,DRUG
NCT02663089,[14C]-GSK961081 solution for IV infusion,DRUG
NCT02663089,[14C]-GSK961081 oral solution,DRUG
NCT02663089,GSK961081 dry powder for inhalation,DRUG
NCT00239889,Salmon calcitonin,DRUG
NCT00784368,ITCZ Oral Solution,DRUG
NCT00784368,ITCZ-IV,DRUG
NCT00565968,melphalan,DRUG
NCT00565968,sorafenib tosylate,DRUG
NCT00565968,gene expression analysis,GENETIC
NCT00565968,protein expression analysis,GENETIC
NCT00565968,western blotting,GENETIC
NCT00565968,pharmacological study,OTHER
NCT07167368,Standardized Basic Drug Therapy for HFrEF with Chronic Kidney Dysfunction,DRUG
NCT07167368,Home-based Personalized Exercise Rehabilitation,BEHAVIORAL
NCT06246968,Pembrolizumab,DRUG
NCT06246968,Cryoablation,DEVICE
NCT01524068,Standard Steroid Treatment,DRUG
NCT01524068,"The Standard Steroid Treatment, Plasma Exchange and rituximab",DRUG
NCT04797468,HLX23,DRUG
NCT04924868,Ursodeoxycholic Acid,DRUG
NCT04924868,Placebo,DRUG
NCT07209189,Toripalimab + Chemotherapy,DRUG
NCT07209189,Toripalimab,DRUG
NCT07209189,Chemoradiotherapy or radiation,RADIATION
NCT01342289,Cyclophosphamide,DRUG
NCT01342289,Fludarabine,DRUG
NCT01342289,Total body irradiation,RADIATION
NCT01342289,Mycophenolate Mofetil,DRUG
NCT01342289,Tacrolimus 60,DRUG
NCT01342289,Tacrolimus 90,DRUG
NCT01342289,Tacrolimus 120,DRUG
NCT01342289,Bone marrow transplant,BIOLOGICAL
NCT04007289,Apixaban,DRUG
NCT04007289,Placebo,DRUG
NCT00316550,AV608,DRUG
NCT05822050,Selinexor,DRUG
NCT04557150,Forimtamig,DRUG
NCT06059391,Allogeneic Hematopoietic Stem Cell Transplantation,PROCEDURE
NCT06059391,Biospecimen Collection,PROCEDURE
NCT06059391,Granulocyte Colony-Stimulating Factor,DRUG
NCT06059391,Hematopoietic Cell Transplantation Conditioning Regimen,DRUG
NCT06059391,Multi-peptide CMV-Modified Vaccinia Ankara Vaccine,BIOLOGICAL
NCT06059391,Pheresis,PROCEDURE
NCT06059391,Placebo Administration,DRUG
NCT06059391,Stem Cell Mobilization Therapy,DRUG
NCT01378091,Lenalidomide,DRUG
NCT01378091,Docetaxel,DRUG
NCT01378091,Prednisone,DRUG
NCT02320474,Aflibercept,DRUG
NCT01771874,MDMA,DRUG
NCT01771874,Bupropion,DRUG
NCT01771874,Placebo,DRUG
NCT00131118,Zoledronic Acid,DRUG
NCT04055818,Nicotinamide,DRUG
NCT07421518,SGLT-2 inhibitor (Sotagliflozin),DRUG
NCT07421518,Insulin withdrawal test (IWT),OTHER
NCT03627390,BP-C1,DRUG
NCT03627390,BP-C2,DRUG
NCT02059590,Pyridinylmethyl-14C-labeled isavuconazonium sulfate,DRUG
NCT05676697,Linperlisib,DRUG
NCT07066397,ARM011,BIOLOGICAL
NCT07066397,Fludarabine,DRUG
NCT07066397,Cyclophosphamide,DRUG
NCT07695597,SYH2070,DRUG
NCT07695597,Placebo,DRUG
NCT01473797,Cladribine,DRUG
NCT07289997,Iparomlimab and Tuvonralimab Injection (QL1706),DRUG
NCT01482897,Prednisolone acetate,DRUG
NCT01482897,sham procedure,DRUG
NCT01482897,comparator : physiological solution,DRUG
NCT01293097,Atorvastatin,DRUG
NCT01293097,Statin,DRUG
NCT01373710,Trastuzumab,DRUG
NCT00029510,Magnesium,DRUG
NCT06251310,SW-682,DRUG
NCT06251310,Combination Therapy,DRUG
NCT00146913,Imatinib mesylate 600mg/day,DRUG
NCT00146913,Peg-Interféron at 90 microg/week,DRUG
NCT05025813,Pembrolizumab,DRUG
NCT02741713,"PECS ""Pectoralis"" 1 and 2 Blocks",PROCEDURE
NCT02741713,Interscalene Block,PROCEDURE
NCT02741713,Sham Block,PROCEDURE
NCT02741713,Solution for Injection in Interscalene Block,DRUG
NCT02741713,Solution for Injection in Sham Block,DRUG
NCT02741713,Solution for Injection PECS Blocks,DRUG
NCT07547813,LAD328,DRUG
NCT07547813,Placebo,OTHER
NCT02385760,CTX-4430,DRUG
NCT02385760,Placebo,DRUG
NCT05638620,stellate ganglion block with 0.5% bupivacaine,DRUG
NCT00244920,bicalutamide,DRUG
NCT00244920,leuprolide acetate,DRUG
NCT00244920,squalamine lactate,DRUG
NCT00244920,adjuvant therapy,PROCEDURE
NCT00244920,antiandrogen therapy,PROCEDURE
NCT00244920,antiangiogenesis therapy,PROCEDURE
NCT00244920,conventional surgery,PROCEDURE
NCT00244920,neoadjuvant therapy,PROCEDURE
NCT00244920,releasing hormone agonist therapy,PROCEDURE
NCT02782520,Ringer Lactate (10ml/kg) fluid expansion,DRUG
NCT02782520,Hypertonic saline (3ml/kg) fluid expansion,DRUG
NCT00912782,Vitamin D3,DRUG
NCT00912782,Placebo,DRUG
NCT01817582,Lotemax,DRUG
NCT01817582,Restasis,DRUG
NCT01817582,Soothe® Lubricant Eye Drops,DRUG
NCT06401824,Sacituzumab Govitecan-Hziy 180 MG plus bevacizumab,DRUG
NCT00179023,Trimethaphan,DRUG
NCT00179023,Pseudoephedrine,DRUG
NCT02210559,FG-3019,DRUG
NCT02210559,Gemcitabine,DRUG
NCT02210559,Nab-paclitaxel,DRUG
NCT01065259,OROS MPH,DRUG
NCT01065259,Atomoxetine,DRUG
NCT02250859,"FMX101, Minocycline 4% foam",DRUG
NCT00562159,Placebo,DRUG
NCT00562159,SCH 697243,BIOLOGICAL
NCT00562159,Loratadine 10 mg Rescue Treatment,DRUG
NCT00562159,Olopatadine 0.1% Rescue Treatment,DRUG
NCT00562159,Mometasone 50 mcg Rescue Treatment,DRUG
NCT00562159,Prednisone 5 mg Rescue Treatment,DRUG
NCT00562159,Albuterol sulfate 108 mcg,DRUG
NCT00562159,Fluticasone propionate 44 mcg,DRUG
NCT00562159,Prednisone 5 mg,DRUG
NCT02859480,Rosuvastatin 5mg,DRUG
NCT02859480,Rosuvastatin 20mg,DRUG
NCT06784479,Remimazolam and Propofol,DRUG
NCT06784479,Propofol,DRUG
NCT06784479,Midazolam and propofol,DRUG
NCT06411379,Sonelokimab,DRUG
NCT06411379,Placebo,DRUG
NCT01300780,Etoricoxib,DRUG
NCT01300780,Placebo,OTHER
NCT01128296,Hydroxychloroquine,DRUG
NCT01128296,Gemcitabine,DRUG
NCT05574296,Hydrogen,DRUG
NCT05574296,Usual care,OTHER
NCT01544296,KHK6188,DRUG
NCT01544296,Placebo,DRUG
NCT03717896,200mg IV thiamine in 50mL 0.9% saline,DRUG
NCT03717896,Placebo,DRUG
NCT00467779,cobimetinib,DRUG
NCT00467779,dextromethorphan,DRUG
NCT00467779,midazolam,DRUG
NCT00540696,darbepoetin alfa,DRUG
NCT01884896,Metoprolol Succinate ER Tablet 200 mg,DRUG
NCT01884896,'TOPROL-XL®' ER Tablets 200 mg,DRUG
NCT00830362,Propranolol,DRUG
NCT00830362,Placebo,DRUG
NCT01245062,GSK1120212,DRUG
NCT01245062,Chemotherapy,DRUG
NCT01879462,GSK2878175,DRUG
NCT01879462,Placebo,DRUG
NCT00579046,Darbepoetin alfa,DRUG
NCT00441246,Mucinex D (600 mg guaifenesin and 60 mg pseudoephedrine HCl extended-release bi-layer tablets),DRUG
NCT06504446,NOC-110,DRUG
NCT06504446,Placebo,OTHER
NCT01970046,Placebo/Metformin,DRUG
NCT01970046,SP2086 50 mg b.i.d/Metformin,DRUG
NCT01970046,SP2086 50 mg q.d./Metformin,DRUG
NCT05634746,APT-1011,DRUG
NCT05634746,Placebo oral tablet,DRUG
NCT05634746,Esophagogastroduodenoscopy,PROCEDURE
NCT02421588,Lurbinectedin (PM01183),DRUG
NCT02421588,Pegylated liposomal doxorubicin (PLD),DRUG
NCT02421588,Topotecan,DRUG
NCT05626803,Open label Bivalent GII.4/GI.1 high dose vaccine 2×10 to the power 11 IU/dose,DRUG
NCT05626803,Bivalent GII.4/GI.1 high dose vaccine 2×10 to the power 11 IU/dose,DRUG
NCT05626803,Bivalent GII.4/GI.1 medium dose vaccine 1×10 to the power 11 IU/dose,DRUG
NCT05626803,Placebo,DRUG
NCT02359227,Cenderitide,DRUG
NCT00483327,Megestrol Acetate,DRUG
NCT00060242,fosbretabulin disodium,DRUG
NCT04272242,Dolutegravir (DTG),DRUG
NCT04272242,Isoniazid (INH),DRUG
NCT04272242,Rifapentine (RPT),DRUG
NCT04272242,Antiretroviral Therapy (ART),DRUG
NCT04272242,Pyridoxine (Vitamin B6),DIETARY_SUPPLEMENT
NCT02446886,Adrenocorticotropic hormone (ACTH) gel (H.P. Acthar®),DRUG
NCT04004117,Fentanyl citrate solution sublingual,DRUG
NCT04004117,Placebo oral liquid,DRUG
NCT06372717,APL-4098,DRUG
NCT06372717,Azacitidine and APL-4098,DRUG
NCT06372717,Azacitidine and Venetoclax and APL-4098,DRUG
NCT01294540,Drug: E2609,DRUG
NCT01294540,Placebo,DRUG
NCT06491940,Losartan,DRUG
NCT06491940,Losartan + Hydrochlorothiazide,DRUG
NCT00675740,rosiglitazone,DRUG
